OSVersion_Win7SP1x86,OSVersion_Win10Homex64,Process_Name,PID,PPID,Hidden_Process,Threads,Handles,DLLs,Session_ID,Wow64,Start_Time,Exit_Time,Injected_Code,APIhooks_ImportAddressTable(IAT),APIhooks_Inline/Trampoline,APIhooks_NTSyscall,Network_Connection,Network_Protocol_TCP,Network_Protocol_UDP,SeCreateTokenPrivilege,SeAssignPrimaryTokenPrivilege,SeLockMemoryPrivilege,SeIncreaseQuotaPrivilege,SeMachineAccountPrivilege,SeTcbPrivilege,SeSecurityPrivilege,SeTakeOwnershipPrivilege,SeLoadDriverPrivilege,SeSystemProfilePrivilege,SeSystemtimePrivilege,SeProfileSingleProcessPrivilege,SeIncreaseBasePriorityPrivilege,SeCreatePagefilePrivilege,SeCreatePermanentPrivilege,SeBackupPrivilege,SeRestorePrivilege,SeShutdownPrivilege,SeDebugPrivilege,SeAuditPrivilege,SeSystemEnvironmentPrivilege,SeChangeNotifyPrivilege,SeRemoteShutdownPrivilege,SeUndockPrivilege,SeSyncAgentPrivilege,SeEnableDelegationPrivilege,SeManageVolumePrivilege,SeImpersonatePrivilege,SeCreateGlobalPrivilege,SeTrustedCredManAccessPrivilege,SeRelabelPrivilege,SeIncreaseWorkingSetPrivilege,SeTimeZonePrivilege,SeCreateSymbolicLinkPrivilege,SeDelegateSessionUserImpersonatePrivilege,Label
0,1,svchost.exe,2296,572,0,13,0,165,1,0,2024-05-10 05:50:08 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,taskhostw.exe,2472,348,0,0,0,0,1,0,2024-05-10 05:50:09 UTC+0000,2024-05-10 05:50:13 UTC+0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,taskhostw.exe,2536,348,0,10,0,51,1,0,2024-05-10 05:50:09 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,svchost.exe,2788,572,0,10,0,4,0,0,2024-05-10 05:50:10 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,Benign
0,1,MsMpEng.exe,2952,572,0,34,0,96,0,0,2024-05-10 05:50:11 UTC+0000,-,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,Benign
0,1,userinit.exe,3020,600,0,0,0,0,1,0,2024-05-10 05:50:14 UTC+0000,2024-05-10 05:50:50 UTC+0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,explorer.exe,2112,3020,0,64,0,276,1,0,2024-05-10 05:50:15 UTC+0000,-,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,NisSrv.exe,3396,572,0,7,0,15,0,0,2024-05-10 05:50:18 UTC+0000,-,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,Benign
0,1,svchost.exe,2840,572,0,7,0,66,1,0,2024-05-10 05:50:26 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,StartMenuExper,3444,756,0,16,0,113,1,0,2024-05-10 05:50:30 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Benign
0,1,RuntimeBroker.,4092,756,0,8,0,175,1,0,2024-05-10 05:50:31 UTC+0000,-,0,16,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,SearchApp.exe,4152,756,0,50,0,175,1,0,2024-05-10 05:50:32 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Benign
0,1,RuntimeBroker.,4320,756,0,7,0,0,1,0,2024-05-10 05:50:32 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,SearchIndexer.,4360,572,0,16,0,67,0,0,2024-05-10 05:50:33 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,Benign
0,1,ctfmon.exe,4600,636,0,8,0,5,1,0,2024-05-10 05:50:35 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,TabTip.exe,4620,636,0,8,0,65,1,0,2024-05-10 05:50:35 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,TextInputHost.,4900,756,0,9,0,15,1,0,2024-05-10 05:50:37 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Benign
0,1,SecurityHealth,1052,2112,0,1,0,0,1,0,2024-05-10 05:50:45 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,SecurityHealth,1332,572,0,9,0,0,0,0,2024-05-10 05:50:45 UTC+0000,-,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,Benign
0,1,msedge.exe,3720,2112,0,0,0,0,1,0,2024-05-10 05:50:46 UTC+0000,2024-05-10 06:01:31 UTC+0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,OneDrive.exe,5516,2112,0,24,0,0,1,1,2024-05-10 05:50:50 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,RuntimeBroker.,5780,756,0,2,0,0,1,0,2024-05-10 05:51:11 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,svchost.exe,5440,572,0,3,0,0,0,0,2024-05-10 05:51:56 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Benign
0,1,SgrmBroker.exe,996,572,0,7,0,3,0,0,2024-05-10 05:52:12 UTC+0000,-,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,Benign
0,1,svchost.exe,1320,572,0,7,0,47,0,0,2024-05-10 05:52:13 UTC+0000,-,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,Benign
0,1,ApplicationFra,5388,756,0,7,0,63,1,0,2024-05-10 05:52:23 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,dllhost.exe,2644,756,0,6,0,0,1,0,2024-05-10 05:52:27 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,svchost.exe,3556,572,0,4,0,73,0,0,2024-05-10 05:54:04 UTC+0000,-,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,Benign
0,1,chrome.exe,6116,3796,0,0,0,0,1,0,2024-05-10 05:57:00 UTC+0000,2024-05-10 06:05:34 UTC+0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,svchost.exe,5048,572,0,1,0,0,0,0,2024-05-10 06:00:11 UTC+0000,-,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,Benign
0,1,HxTsr.exe,4068,756,0,0,0,0,1,0,2024-05-10 06:00:30 UTC+0000,2024-05-10 06:00:55 UTC+0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Benign
0,1,ShellExperienc,512,756,0,14,0,0,1,0,2024-05-10 06:00:44 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Benign
0,1,RuntimeBroker.,4796,756,0,0,0,0,1,0,2024-05-10 06:03:44 UTC+0000,2024-05-10 06:04:34 UTC+0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,taskhostw.exe,1668,348,0,4,0,0,1,0,2024-05-10 06:05:12 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,Benign
0,1,chrome.exe,5264,4908,0,0,0,0,1,0,2024-05-10 06:05:39 UTC+0000,2024-05-10 06:24:24 UTC+0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,WinStore.App.e,6472,756,0,20,0,0,1,0,2024-05-10 06:07:47 UTC+0000,-,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Benign
0,1,RuntimeBroker.,3180,756,0,2,0,0,1,0,2024-05-10 06:07:49 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,SystemSettings,2136,756,0,18,0,0,1,0,2024-05-10 06:08:13 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,SkypeApp.exe,2232,756,0,46,0,0,1,0,2024-05-10 06:09:10 UTC+0000,-,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Benign
0,1,RuntimeBroker.,7136,756,0,3,0,0,1,0,2024-05-10 06:09:11 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,SkypeBackgroun,5416,756,0,4,0,0,1,0,2024-05-10 06:09:17 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Benign
0,1,svchost.exe,4424,572,0,2,0,0,1,0,2024-05-10 06:19:18 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,chrome.exe,5968,2112,0,41,0,154,1,0,2024-05-10 06:35:47 UTC+0000,-,0,0,439,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,chrome.exe,5208,5968,0,8,0,22,1,0,2024-05-10 06:35:48 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,chrome.exe,6568,5968,0,14,0,6,1,0,2024-05-10 06:35:51 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,6880,5968,0,14,0,43,1,0,2024-05-10 06:35:52 UTC+0000,-,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,chrome.exe,6096,5968,0,9,0,36,1,0,2024-05-10 06:35:52 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,msedge.exe,2148,1964,0,44,0,10,1,0,2024-05-10 06:36:15 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,msedge.exe,320,2148,0,7,0,0,1,0,2024-05-10 06:36:16 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,msedge.exe,6776,2148,0,16,0,0,1,0,2024-05-10 06:36:16 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,msedge.exe,4644,2148,0,16,0,10,1,0,2024-05-10 06:36:16 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,msedge.exe,1780,2148,0,9,0,0,1,0,2024-05-10 06:36:16 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,380,5968,0,15,0,0,1,0,2024-05-10 06:36:39 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,RuntimeBroker.,2056,756,0,2,0,0,1,0,2024-05-10 06:38:53 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,chrome.exe,1656,5968,0,14,0,0,1,0,2024-05-10 06:40:48 UTC+0000,-,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,notepad.exe,1436,6352,0,3,0,4,1,0,2024-05-10 06:41:57 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,notepad.exe,5696,5992,0,1,0,0,1,0,2024-05-10 06:43:00 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,chrome.exe,392,5968,0,15,0,0,1,0,2024-05-10 06:45:16 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,64,5968,0,14,0,0,1,0,2024-05-10 06:45:18 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,1224,5968,0,15,0,30,1,0,2024-05-10 06:48:26 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,smartscreen.ex,6808,756,0,11,0,84,1,0,2024-05-10 06:48:52 UTC+0000,-,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Benign
0,1,chrome.exe,4272,5968,0,15,0,0,1,0,2024-05-10 06:49:30 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,3896,5968,0,15,0,1,1,0,2024-05-10 06:49:45 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,2812,5968,0,14,0,0,1,0,2024-05-10 06:49:46 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,5184,5968,0,14,0,0,1,0,2024-05-10 06:54:41 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,3440,5968,0,17,0,30,1,0,2024-05-10 06:54:43 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,4268,5968,0,16,0,1,1,0,2024-05-10 06:55:17 UTC+0000,-,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,SearchProtocol,6984,4360,0,10,0,46,0,0,2024-05-10 06:55:20 UTC+0000,-,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,Benign
0,1,SearchFilterHo,2336,4360,0,5,0,0,0,0,2024-05-10 06:55:20 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,audiodg.exe,5136,1560,0,6,0,32,0,0,2024-05-10 06:55:50 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,Benign
0,1,WmiPrvSE.exe,5468,756,0,10,0,0,0,0,2024-05-10 06:56:35 UTC+0000,-,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,Benign
0,1,TabTip.exe,1824,636,0,0,0,0,1,0,2024-05-10 06:56:44 UTC+0000,2024-05-10 06:56:44 UTC+0000,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,Benign
0,1,svchost.exe,2944,572,0,6,0,28,0,0,2024-05-10 06:57:10 UTC+0000,-,0,0,450,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,Benign
0,1,ButterflyOnDes,4256,5304,0,4,0,5,1,1,2024-05-10 06:57:11 UTC+0000,-,1,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,Malicious
0,1,chrome.exe,6088,5968,0,15,0,30,1,0,2024-05-10 06:57:14 UTC+0000,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,butterflyondes,7104,5304,1,0,0,0,1,0,56:44.0,57:14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,consent.exe,5084,348,1,0,0,0,1,0,56:41.0,56:44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,1584,3584,1,0,0,0,1,0,57:13.0,57:15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,chrome.exe,3456,1584,1,0,0,0,1,0,57:14.0,57:15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,System,4,0,0,125,0,0,-,0,20:28.0,-,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,Benign
0,1,Registry,92,4,0,4,0,0,-,0,20:23.0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign
0,1,smss.exe,292,4,0,2,0,0,-,0,20:28.0,-,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,Benign
0,1,csrss.exe,412,404,0,10,0,8,0,0,20:29.0,-,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,Benign
0,1,wininit.exe,488,404,0,1,0,0,0,0,20:29.0,-,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,Benign
0,1,csrss.exe,496,480,0,12,0,0,1,0,20:29.0,-,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,Benign
0,1,winlogon.exe,584,480,0,6,0,2,1,0,20:29.0,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,Benign
0,1,services.exe,604,488,0,8,0,25,0,0,20:29.0,-,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,Benign
0,1,lsass.exe,636,488,0,8,0,32,0,0,20:29.0,-,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,Benign
0,1,svchost.exe,764,604,0,22,0,65,0,0,20:30.0,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,Benign
0,1,fontdrvhost.ex,792,584,0,5,0,0,1,0,20:30.0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Benign
0,1,fontdrvhost.ex,800,488,0,5,0,0,0,0,20:30.0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Benign
0,1,svchost.exe,884,604,0,10,0,2,0,0,20:30.0,-,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Benign
0,1,dwm.exe,976,584,0,17,0,77,1,0,20:30.0,-,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Benign
0,1,svchost.exe,436,604,0,62,0,248,0,0,20:30.0,-,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,Benign
0,1,svchost.exe,380,604,0,14,0,16,0,0,20:30.0,-,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,Benign
0,1,svchost.exe,788,604,0,17,0,95,0,0,20:30.0,-,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,Benign
